University,sub_topic,major_field,USNEWSmajor_ranking,qsmajor_ranking,thmajor_ranking,mean_school_world_reputation,mean_students_per_staff,mean_international_students,Technology_strategy,studentview_major,avgRating,numRatings,avgDifficulty,rating
11,4,18,1,126,7,6,8.071428571,23.571428571428573,0,4.363636363636363,3.75,5.7727272727272725,2.390909090909091,4.42
11,0,18,1,126,7,6,8.071428571,23.571428571428573,0,4.363636363636363,3.75,5.7727272727272725,2.390909090909091,4.168674698795181
11,9,18,1,126,7,6,8.071428571,23.571428571428573,0,4.363636363636363,3.75,5.7727272727272725,2.390909090909091,4.153846153846154
11,7,16,1,10,7,6,8.071428571,23.571428571428573,0,4.363636363636363,2.95,2.2333333333333334,1.9933333333333332,3.8354430379746836
11,2,16,1,10,7,6,8.071428571,23.571428571428573,0,4.363636363636363,2.95,2.2333333333333334,1.9933333333333332,5.0
11,5,16,1,10,7,6,8.071428571,23.571428571428573,0,4.363636363636363,2.95,2.2333333333333334,1.9933333333333332,4.297297297297297
11,1,16,1,10,7,6,8.071428571,23.571428571428573,0,4.363636363636363,2.95,2.2333333333333334,1.9933333333333332,4.5
11,3,16,1,10,7,6,8.071428571,23.571428571428573,0,4.363636363636363,2.95,2.2333333333333334,1.9933333333333332,3.909090909090909
11,8,16,1,10,7,6,8.071428571,23.571428571428573,0,4.363636363636363,2.95,2.2333333333333334,1.9933333333333332,4.25
11,6,16,1,10,7,6,8.071428571,23.571428571428573,0,4.363636363636363,2.95,2.2333333333333334,1.9933333333333332,4.363636363636363
11,4,16,1,10,7,6,8.071428571,23.571428571428573,0,4.363636363636363,2.95,2.2333333333333334,1.9933333333333332,4.42
11,0,16,1,10,7,6,8.071428571,23.571428571428573,0,4.363636363636363,2.95,2.2333333333333334,1.9933333333333332,4.168674698795181
11,9,16,1,10,7,6,8.071428571,23.571428571428573,0,4.363636363636363,2.95,2.2333333333333334,1.9933333333333332,4.153846153846154
11,7,10,1,17,6,6,8.071428571,23.571428571428573,0,4.363636363636363,1.1416666666666666,1.8333333333333333,1.1583333333333334,3.8354430379746836
11,2,10,1,17,6,6,8.071428571,23.571428571428573,0,4.363636363636363,1.1416666666666666,1.8333333333333333,1.1583333333333334,5.0
11,5,10,1,17,6,6,8.071428571,23.571428571428573,0,4.363636363636363,1.1416666666666666,1.8333333333333333,1.1583333333333334,4.297297297297297
11,1,10,1,17,6,6,8.071428571,23.571428571428573,0,4.363636363636363,1.1416666666666666,1.8333333333333333,1.1583333333333334,4.5
11,3,10,1,17,6,6,8.071428571,23.571428571428573,0,4.363636363636363,1.1416666666666666,1.8333333333333333,1.1583333333333334,3.909090909090909
11,8,10,1,17,6,6,8.071428571,23.571428571428573,0,4.363636363636363,1.1416666666666666,1.8333333333333333,1.1583333333333334,4.25
11,6,10,1,17,6,6,8.071428571,23.571428571428573,0,4.363636363636363,1.1416666666666666,1.8333333333333333,1.1583333333333334,4.363636363636363
11,4,10,1,17,6,6,8.071428571,23.571428571428573,0,4.363636363636363,1.1416666666666666,1.8333333333333333,1.1583333333333334,4.42
11,0,10,1,17,6,6,8.071428571,23.571428571428573,0,4.363636363636363,1.1416666666666666,1.8333333333333333,1.1583333333333334,4.168674698795181
11,9,10,1,17,6,6,8.071428571,23.571428571428573,0,4.363636363636363,1.1416666666666666,1.8333333333333333,1.1583333333333334,4.153846153846154
11,7,22,1,14,7,6,8.071428571,23.571428571428573,0,4.363636363636363,2.355,3.05,1.9300000000000002,3.8354430379746836
11,2,22,1,14,7,6,8.071428571,23.571428571428573,0,4.363636363636363,2.355,3.05,1.9300000000000002,5.0
11,5,22,1,14,7,6,8.071428571,23.571428571428573,0,4.363636363636363,2.355,3.05,1.9300000000000002,4.297297297297297
11,1,22,1,14,7,6,8.071428571,23.571428571428573,0,4.363636363636363,2.355,3.05,1.9300000000000002,4.5
11,3,22,1,14,7,6,8.071428571,23.571428571428573,0,4.363636363636363,2.355,3.05,1.9300000000000002,3.909090909090909
11,8,22,1,14,7,6,8.071428571,23.571428571428573,0,4.363636363636363,2.355,3.05,1.9300000000000002,4.25
11,6,22,1,14,7,6,8.071428571,23.571428571428573,0,4.363636363636363,2.355,3.05,1.9300000000000002,4.363636363636363
11,4,22,1,14,7,6,8.071428571,23.571428571428573,0,4.363636363636363,2.355,3.05,1.9300000000000002,4.42
11,0,22,1,14,7,6,8.071428571,23.571428571428573,0,4.363636363636363,2.355,3.05,1.9300000000000002,4.168674698795181
11,9,22,1,14,7,6,8.071428571,23.571428571428573,0,4.363636363636363,2.355,3.05,1.9300000000000002,4.153846153846154
11,7,23,1,9,1,6,8.071428571,23.571428571428573,0,4.363636363636363,1.625,1.75,1.2875,3.8354430379746836
11,2,23,1,9,1,6,8.071428571,23.571428571428573,0,4.363636363636363,1.625,1.75,1.2875,5.0
11,5,23,1,9,1,6,8.071428571,23.571428571428573,0,4.363636363636363,1.625,1.75,1.2875,4.297297297297297
11,1,23,1,9,1,6,8.071428571,23.571428571428573,0,4.363636363636363,1.625,1.75,1.2875,4.5
11,3,23,1,9,1,6,8.071428571,23.571428571428573,0,4.363636363636363,1.625,1.75,1.2875,3.909090909090909
11,8,23,1,9,1,6,8.071428571,23.571428571428573,0,4.363636363636363,1.625,1.75,1.2875,4.25
11,6,23,1,9,1,6,8.071428571,23.571428571428573,0,4.363636363636363,1.625,1.75,1.2875,4.363636363636363
11,4,23,1,9,1,6,8.071428571,23.571428571428573,0,4.363636363636363,1.625,1.75,1.2875,4.42
11,0,23,1,9,1,6,8.071428571,23.571428571428573,0,4.363636363636363,1.625,1.75,1.2875,4.168674698795181
11,9,23,1,9,1,6,8.071428571,23.571428571428573,0,4.363636363636363,1.625,1.75,1.2875,4.153846153846154
11,7,25,1,17,3,6,8.071428571,23.571428571428573,0,4.363636363636363,0.9928571428571429,1.5,0.9785714285714285,3.8354430379746836
11,2,25,1,17,3,6,8.071428571,23.571428571428573,0,4.363636363636363,0.9928571428571429,1.5,0.9785714285714285,5.0
11,5,25,1,17,3,6,8.071428571,23.571428571428573,0,4.363636363636363,0.9928571428571429,1.5,0.9785714285714285,4.297297297297297
11,1,25,1,17,3,6,8.071428571,23.571428571428573,0,4.363636363636363,0.9928571428571429,1.5,0.9785714285714285,4.5
11,3,25,1,17,3,6,8.071428571,23.571428571428573,0,4.363636363636363,0.9928571428571429,1.5,0.9785714285714285,3.909090909090909
11,8,25,1,17,3,6,8.071428571,23.571428571428573,0,4.363636363636363,0.9928571428571429,1.5,0.9785714285714285,4.25
11,6,25,1,17,3,6,8.071428571,23.571428571428573,0,4.363636363636363,0.9928571428571429,1.5,0.9785714285714285,4.363636363636363
11,4,25,1,17,3,6,8.071428571,23.571428571428573,0,4.363636363636363,0.9928571428571429,1.5,0.9785714285714285,4.42
11,0,25,1,17,3,6,8.071428571,23.571428571428573,0,4.363636363636363,0.9928571428571429,1.5,0.9785714285714285,4.168674698795181
11,9,25,1,17,3,6,8.071428571,23.571428571428573,0,4.363636363636363,0.9928571428571429,1.5,0.9785714285714285,4.153846153846154
11,7,24,1,7,6,6,8.071428571,23.571428571428573,0,4.363636363636363,2.2666666666666666,3.2857142857142856,1.776190476190476,3.8354430379746836
11,2,24,1,7,6,6,8.071428571,23.571428571428573,0,4.363636363636363,2.2666666666666666,3.2857142857142856,1.776190476190476,5.0
11,5,24,1,7,6,6,8.071428571,23.571428571428573,0,4.363636363636363,2.2666666666666666,3.2857142857142856,1.776190476190476,4.297297297297297
11,1,24,1,7,6,6,8.071428571,23.571428571428573,0,4.363636363636363,2.2666666666666666,3.2857142857142856,1.776190476190476,4.5
11,3,24,1,7,6,6,8.071428571,23.571428571428573,0,4.363636363636363,2.2666666666666666,3.2857142857142856,1.776190476190476,3.909090909090909
11,8,24,1,7,6,6,8.071428571,23.571428571428573,0,4.363636363636363,2.2666666666666666,3.2857142857142856,1.776190476190476,4.25
11,6,24,1,7,6,6,8.071428571,23.571428571428573,0,4.363636363636363,2.2666666666666666,3.2857142857142856,1.776190476190476,4.363636363636363
11,4,24,1,7,6,6,8.071428571,23.571428571428573,0,4.363636363636363,2.2666666666666666,3.2857142857142856,1.776190476190476,4.42
11,0,24,1,7,6,6,8.071428571,23.571428571428573,0,4.363636363636363,2.2666666666666666,3.2857142857142856,1.776190476190476,4.168674698795181
11,9,24,1,7,6,6,8.071428571,23.571428571428573,0,4.363636363636363,2.2666666666666666,3.2857142857142856,1.776190476190476,4.153846153846154
11,7,26,1,12,6,6,8.071428571,23.571428571428573,0,4.363636363636363,1.9692307692307693,1.6153846153846154,1.330769230769231,3.8354430379746836
11,2,26,1,12,6,6,8.071428571,23.571428571428573,0,4.363636363636363,1.9692307692307693,1.6153846153846154,1.330769230769231,5.0
11,5,26,1,12,6,6,8.071428571,23.571428571428573,0,4.363636363636363,1.9692307692307693,1.6153846153846154,1.330769230769231,4.297297297297297
11,4,26,1,12,6,6,8.071428571,23.571428571428573,0,4.363636363636363,1.9692307692307693,1.6153846153846154,1.330769230769231,4.42
11,1,26,1,12,6,6,8.071428571,23.571428571428573,0,4.363636363636363,1.9692307692307693,1.6153846153846154,1.330769230769231,4.5
11,3,26,1,12,6,6,8.071428571,23.571428571428573,0,4.363636363636363,1.9692307692307693,1.6153846153846154,1.330769230769231,3.909090909090909
11,8,26,1,12,6,6,8.071428571,23.571428571428573,0,4.363636363636363,1.9692307692307693,1.6153846153846154,1.330769230769231,4.25
11,6,26,1,12,6,6,8.071428571,23.571428571428573,0,4.363636363636363,1.9692307692307693,1.6153846153846154,1.330769230769231,4.363636363636363
11,0,26,1,12,6,6,8.071428571,23.571428571428573,0,4.363636363636363,1.9692307692307693,1.6153846153846154,1.330769230769231,4.168674698795181
11,9,26,1,12,6,6,8.071428571,23.571428571428573,0,4.363636363636363,1.9692307692307693,1.6153846153846154,1.330769230769231,4.153846153846154
8,7,3,2,2,2,9,8.542857143,33.57142857142857,1,4.777777777777778,1.9714285714285715,1.0,2.857142857142857,3.6666666666666665
8,2,3,2,2,2,9,8.542857143,33.57142857142857,1,4.777777777777778,1.9714285714285715,1.0,2.857142857142857,4.928934010152284
8,3,3,2,2,2,9,8.542857143,33.57142857142857,1,4.777777777777778,1.9714285714285715,1.0,2.857142857142857,4.256637168141593
8,5,3,2,2,2,9,8.542857143,33.57142857142857,1,4.777777777777778,1.9714285714285715,1.0,2.857142857142857,4.944444444444445
8,4,3,2,2,2,9,8.542857143,33.57142857142857,1,4.777777777777778,1.9714285714285715,1.0,2.857142857142857,4.142857142857143
8,0,3,2,2,2,9,8.542857143,33.57142857142857,1,4.777777777777778,1.9714285714285715,1.0,2.857142857142857,4.181818181818182
8,8,3,2,2,2,9,8.542857143,33.57142857142857,1,4.777777777777778,1.9714285714285715,1.0,2.857142857142857,4.848484848484849
8,1,3,2,2,2,9,8.542857143,33.57142857142857,1,4.777777777777778,1.9714285714285715,1.0,2.857142857142857,4.333333333333333
8,6,3,2,2,2,9,8.542857143,33.57142857142857,1,4.777777777777778,1.9714285714285715,1.0,2.857142857142857,4.78125
8,9,3,2,2,2,9,8.542857143,33.57142857142857,1,4.777777777777778,1.9714285714285715,1.0,2.857142857142857,4.411764705882353
8,7,5,2,2,3,9,8.542857143,33.57142857142857,1,4.777777777777778,2.2222222222222223,3.5555555555555554,1.8833333333333333,3.6666666666666665
8,2,5,2,2,3,9,8.542857143,33.57142857142857,1,4.777777777777778,2.2222222222222223,3.5555555555555554,1.8833333333333333,4.928934010152284
8,3,5,2,2,3,9,8.542857143,33.57142857142857,1,4.777777777777778,2.2222222222222223,3.5555555555555554,1.8833333333333333,4.256637168141593
8,5,5,2,2,3,9,8.542857143,33.57142857142857,1,4.777777777777778,2.2222222222222223,3.5555555555555554,1.8833333333333333,4.944444444444445
8,4,5,2,2,3,9,8.542857143,33.57142857142857,1,4.777777777777778,2.2222222222222223,3.5555555555555554,1.8833333333333333,4.142857142857143
8,0,5,2,2,3,9,8.542857143,33.57142857142857,1,4.777777777777778,2.2222222222222223,3.5555555555555554,1.8833333333333333,4.181818181818182
8,8,5,2,2,3,9,8.542857143,33.57142857142857,1,4.777777777777778,2.2222222222222223,3.5555555555555554,1.8833333333333333,4.848484848484849
8,1,5,2,2,3,9,8.542857143,33.57142857142857,1,4.777777777777778,2.2222222222222223,3.5555555555555554,1.8833333333333333,4.333333333333333
8,6,5,2,2,3,9,8.542857143,33.57142857142857,1,4.777777777777778,2.2222222222222223,3.5555555555555554,1.8833333333333333,4.78125
8,9,5,2,2,3,9,8.542857143,33.57142857142857,1,4.777777777777778,2.2222222222222223,3.5555555555555554,1.8833333333333333,4.411764705882353
8,7,0,1,2,1,9,8.542857143,33.57142857142857,1,4.777777777777778,2.0526315789473686,1.2105263157894737,1.5368421052631578,3.6666666666666665
8,2,0,1,2,1,9,8.542857143,33.57142857142857,1,4.777777777777778,2.0526315789473686,1.2105263157894737,1.5368421052631578,4.928934010152284
8,3,0,1,2,1,9,8.542857143,33.57142857142857,1,4.777777777777778,2.0526315789473686,1.2105263157894737,1.5368421052631578,4.256637168141593
8,5,0,1,2,1,9,8.542857143,33.57142857142857,1,4.777777777777778,2.0526315789473686,1.2105263157894737,1.5368421052631578,4.944444444444445
8,4,0,1,2,1,9,8.542857143,33.57142857142857,1,4.777777777777778,2.0526315789473686,1.2105263157894737,1.5368421052631578,4.142857142857143
8,0,0,1,2,1,9,8.542857143,33.57142857142857,1,4.777777777777778,2.0526315789473686,1.2105263157894737,1.5368421052631578,4.181818181818182
8,8,0,1,2,1,9,8.542857143,33.57142857142857,1,4.777777777777778,2.0526315789473686,1.2105263157894737,1.5368421052631578,4.848484848484849
8,1,0,1,2,1,9,8.542857143,33.57142857142857,1,4.777777777777778,2.0526315789473686,1.2105263157894737,1.5368421052631578,4.333333333333333
8,6,0,1,2,1,9,8.542857143,33.57142857142857,1,4.777777777777778,2.0526315789473686,1.2105263157894737,1.5368421052631578,4.78125
8,9,0,1,2,1,9,8.542857143,33.57142857142857,1,4.777777777777778,2.0526315789473686,1.2105263157894737,1.5368421052631578,4.411764705882353
8,7,8,2,14,1,9,8.542857143,33.57142857142857,1,4.777777777777778,5.0,1.0,4.0,3.6666666666666665
8,2,8,2,14,1,9,8.542857143,33.57142857142857,1,4.777777777777778,5.0,1.0,4.0,4.928934010152284
8,3,8,2,14,1,9,8.542857143,33.57142857142857,1,4.777777777777778,5.0,1.0,4.0,4.256637168141593
8,5,8,2,14,1,9,8.542857143,33.57142857142857,1,4.777777777777778,5.0,1.0,4.0,4.944444444444445
8,4,8,2,14,1,9,8.542857143,33.57142857142857,1,4.777777777777778,5.0,1.0,4.0,4.142857142857143
8,0,8,2,14,1,9,8.542857143,33.57142857142857,1,4.777777777777778,5.0,1.0,4.0,4.181818181818182
8,8,8,2,14,1,9,8.542857143,33.57142857142857,1,4.777777777777778,5.0,1.0,4.0,4.848484848484849
8,1,8,2,14,1,9,8.542857143,33.57142857142857,1,4.777777777777778,5.0,1.0,4.0,4.333333333333333
8,6,8,2,14,1,9,8.542857143,33.57142857142857,1,4.777777777777778,5.0,1.0,4.0,4.78125
8,9,8,2,14,1,9,8.542857143,33.57142857142857,1,4.777777777777778,5.0,1.0,4.0,4.411764705882353
8,7,9,2,1,2,9,8.542857143,33.57142857142857,1,4.8,2.285365853658537,2.048780487804878,1.7560975609756098,3.6666666666666665
8,2,9,2,1,2,9,8.542857143,33.57142857142857,1,4.8,2.285365853658537,2.048780487804878,1.7560975609756098,4.928934010152284
8,3,9,2,1,2,9,8.542857143,33.57142857142857,1,4.8,2.285365853658537,2.048780487804878,1.7560975609756098,4.256637168141593
8,5,9,2,1,2,9,8.542857143,33.57142857142857,1,4.8,2.285365853658537,2.048780487804878,1.7560975609756098,4.944444444444445
8,4,9,2,1,2,9,8.542857143,33.57142857142857,1,4.8,2.285365853658537,2.048780487804878,1.7560975609756098,4.142857142857143
8,0,9,2,1,2,9,8.542857143,33.57142857142857,1,4.8,2.285365853658537,2.048780487804878,1.7560975609756098,4.181818181818182
8,8,9,2,1,2,9,8.542857143,33.57142857142857,1,4.8,2.285365853658537,2.048780487804878,1.7560975609756098,4.848484848484849
8,1,9,2,1,2,9,8.542857143,33.57142857142857,1,4.8,2.285365853658537,2.048780487804878,1.7560975609756098,4.333333333333333
8,6,9,2,1,2,9,8.542857143,33.57142857142857,1,4.8,2.285365853658537,2.048780487804878,1.7560975609756098,4.78125
8,9,9,2,1,2,9,8.542857143,33.57142857142857,1,4.8,2.285365853658537,2.048780487804878,1.7560975609756098,4.411764705882353
8,7,13,2,1,4,9,8.542857143,33.57142857142857,1,4.777777777777778,2.3333333333333335,3.6774193548387095,2.032258064516129,3.6666666666666665
8,2,13,2,1,4,9,8.542857143,33.57142857142857,1,4.777777777777778,2.3333333333333335,3.6774193548387095,2.032258064516129,4.928934010152284
8,3,13,2,1,4,9,8.542857143,33.57142857142857,1,4.777777777777778,2.3333333333333335,3.6774193548387095,2.032258064516129,4.256637168141593
8,5,13,2,1,4,9,8.542857143,33.57142857142857,1,4.777777777777778,2.3333333333333335,3.6774193548387095,2.032258064516129,4.944444444444445
8,4,13,2,1,4,9,8.542857143,33.57142857142857,1,4.777777777777778,2.3333333333333335,3.6774193548387095,2.032258064516129,4.142857142857143
8,0,13,2,1,4,9,8.542857143,33.57142857142857,1,4.777777777777778,2.3333333333333335,3.6774193548387095,2.032258064516129,4.181818181818182
8,8,13,2,1,4,9,8.542857143,33.57142857142857,1,4.777777777777778,2.3333333333333335,3.6774193548387095,2.032258064516129,4.848484848484849
8,1,13,2,1,4,9,8.542857143,33.57142857142857,1,4.777777777777778,2.3333333333333335,3.6774193548387095,2.032258064516129,4.333333333333333
8,6,13,2,1,4,9,8.542857143,33.57142857142857,1,4.777777777777778,2.3333333333333335,3.6774193548387095,2.032258064516129,4.78125
8,9,13,2,1,4,9,8.542857143,33.57142857142857,1,4.777777777777778,2.3333333333333335,3.6774193548387095,2.032258064516129,4.411764705882353
8,7,14,2,29,2,9,8.542857143,33.57142857142857,1,4.777777777777778,2.069230769230769,1.8461538461538463,1.623076923076923,3.6666666666666665
8,2,14,2,29,2,9,8.542857143,33.57142857142857,1,4.777777777777778,2.069230769230769,1.8461538461538463,1.623076923076923,4.928934010152284
8,3,14,2,29,2,9,8.542857143,33.57142857142857,1,4.777777777777778,2.069230769230769,1.8461538461538463,1.623076923076923,4.256637168141593
8,5,14,2,29,2,9,8.542857143,33.57142857142857,1,4.777777777777778,2.069230769230769,1.8461538461538463,1.623076923076923,4.944444444444445
8,4,14,2,29,2,9,8.542857143,33.57142857142857,1,4.777777777777778,2.069230769230769,1.8461538461538463,1.623076923076923,4.142857142857143
8,0,14,2,29,2,9,8.542857143,33.57142857142857,1,4.777777777777778,2.069230769230769,1.8461538461538463,1.623076923076923,4.181818181818182
8,8,14,2,29,2,9,8.542857143,33.57142857142857,1,4.777777777777778,2.069230769230769,1.8461538461538463,1.623076923076923,4.848484848484849
8,1,14,2,29,2,9,8.542857143,33.57142857142857,1,4.777777777777778,2.069230769230769,1.8461538461538463,1.623076923076923,4.333333333333333
8,6,14,2,29,2,9,8.542857143,33.57142857142857,1,4.777777777777778,2.069230769230769,1.8461538461538463,1.623076923076923,4.78125
8,9,14,2,29,2,9,8.542857143,33.57142857142857,1,4.777777777777778,2.069230769230769,1.8461538461538463,1.623076923076923,4.411764705882353
8,7,11,2,2,1,9,8.542857143,33.57142857142857,1,4.777777777777778,1.6555555555555557,1.6666666666666667,1.7166666666666666,3.6666666666666665
